Iteration	Best Cost	Tabu Violations	Aspiration Uses
241	47	1	0
242	47	1	0
243	47	1	0
244	47	1	0
245	47	1	0
246	47	1	0
247	47	1	0
248	47	1	0
249	47	1	0
250	47	1	0
251	47	1	0
252	47	1	0
253	47	1	0
254	47	1	0
255	47	1	0
256	47	1	0
257	47	1	0
258	47	1	0
259	47	1	0
260	47	1	0
261	47	1	0
262	47	1	0
263	47	1	0
264	47	1	0
265	47	1	0
266	47	1	0
267	47	1	0
268	47	1	0
269	47	1	0
270	47	1	0
271	47	1	0
272	47	1	0
273	47	1	0
274	47	1	0
275	47	1	0
276	47	1	0
277	47	1	0
278	47	1	0
279	47	1	0
280	47	1	0
281	47	1	0
282	47	1	0
283	47	1	0
284	47	1	0
285	47	1	0
286	47	1	0
287	47	1	0
288	47	1	0
289	47	1	0
290	47	1	0
291	47	1	0
292	47	1	0
293	47	1	0
294	47	1	0
295	47	1	0
296	47	1	0
297	47	1	0
298	47	1	0
299	47	1	0
300	47	1	0
301	47	1	0
302	47	1	0
303	47	1	0
304	47	1	0
305	47	1	0
306	47	1	0
307	47	1	0
308	47	1	0
309	47	1	0
310	47	1	0
311	47	1	0
312	47	1	0
313	47	1	0
314	47	1	0
315	47	1	0
316	47	1	0
317	47	1	0
318	47	1	0
319	47	1	0
320	47	1	0
321	47	1	0
322	47	1	0
323	47	1	0
324	47	1	0
325	47	1	0
326	47	1	0
327	47	1	0
328	47	1	0
329	47	1	0
330	47	1	0
331	47	1	0
332	47	1	0
333	47	1	0
334	47	1	0
335	47	1	0
336	47	1	0
337	47	1	0
338	47	1	0
339	47	1	0
340	47	1	0
341	47	1	0
342	47	1	0
343	47	1	0
344	47	1	0
345	47	1	0
346	47	1	0
347	47	1	0
348	47	1	0
349	47	1	0
350	47	1	0
351	47	1	0
352	47	1	0
353	47	1	0
354	47	1	0
355	47	1	0
356	47	1	0
357	47	1	0
358	47	1	0
359	47	1	0
360	47	1	0
361	47	1	0
362	47	1	0
363	47	1	0
364	47	1	0
365	47	1	0
366	47	1	0
367	47	1	0
368	47	1	0
369	47	1	0
370	47	1	0
371	47	1	0
372	47	1	0
373	47	1	0
374	47	1	0
375	47	1	0
376	47	1	0
377	47	1	0
378	47	1	0
379	47	1	0
380	47	1	0
381	47	1	0
382	47	1	0
383	47	1	0
384	47	1	0
385	47	1	0
386	47	1	0
387	47	1	0
388	47	1	0
389	47	1	0
390	47	1	0
391	47	1	0
392	47	1	0
393	47	1	0
394	47	1	0
395	47	1	0
396	47	1	0
397	47	1	0
398	47	1	0
399	47	1	0
400	47	1	0
401	47	1	0
402	47	1	0
403	47	1	0
404	47	1	0
405	47	1	0
406	47	1	0
407	47	1	0
408	47	1	0
409	47	1	0
410	47	1	0
411	47	1	0
412	47	1	0
413	47	1	0
414	47	1	0
415	47	1	0
416	47	1	0
417	47	1	0
418	47	1	0
419	47	1	0
420	47	1	0
421	47	1	0
422	47	1	0
423	47	1	0
424	47	1	0
425	47	1	0
426	47	1	0
427	47	1	0
428	47	1	0
429	47	1	0
430	47	1	0
431	47	1	0
432	47	1	0
433	47	1	0
434	47	1	0
435	47	1	0
436	47	1	0
437	47	1	0
438	47	1	0
439	47	1	0
440	47	1	0
441	47	1	0
442	47	1	0
443	47	1	0
444	47	1	0
445	47	1	0
446	47	1	0
447	47	1	0
448	47	1	0
449	47	1	0
450	47	1	0
451	47	1	0
452	47	1	0
453	47	1	0
454	47	1	0
455	47	1	0
456	47	1	0
457	47	1	0
458	47	1	0
459	47	1	0
460	47	1	0
461	47	1	0
462	47	1	0
463	47	1	0
464	47	1	0
465	47	1	0
466	47	1	0
467	47	1	0
468	47	1	0
469	47	1	0
470	47	1	0
471	47	1	0
472	47	1	0
473	47	1	0
474	47	1	0
475	47	1	0
476	47	1	0
477	47	1	0
478	47	1	0
479	47	1	0
480	47	1	0
481	47	1	0
482	47	1	0
483	47	1	0
484	47	1	0
485	47	1	0
486	47	1	0
487	47	1	0
488	47	1	0
489	47	1	0
490	47	1	0
491	47	1	0
492	47	1	0
493	47	1	0
494	47	1	0
495	47	1	0
496	47	1	0
497	47	1	0
498	47	1	0
499	47	1	0
500	47	1	0
